prob,loss,y_true,member,source
0.56070286,0.57856417,1.0,1,target_train
0.72437155,0.32245082,1.0,1,target_train
0.98118633,0.018992899,1.0,1,target_train
0.21600044,0.24334681,0.0,1,target_train
0.41635337,0.87622094,1.0,1,target_train
0.1448525,0.15648133,0.0,1,target_train
0.18121251,0.19993076,0.0,1,target_train
0.67520225,0.39274302,1.0,1,target_train
0.8711112,0.13798562,1.0,1,target_train
0.9205517,0.0827821,1.0,1,target_train
0.16579835,1.796983,1.0,1,target_train
0.39378408,0.500519,0.0,1,target_train
0.09812778,0.10328243,0.0,1,target_train
0.7154847,1.2569681,0.0,1,target_train
0.28269407,1.26339,1.0,1,target_train
0.8535046,0.15840434,1.0,1,target_train
0.25616768,0.2959396,0.0,1,target_train
0.07074987,0.07337734,0.0,1,target_train
0.49926183,0.6946246,1.0,1,target_train
0.6101659,0.942034,0.0,1,target_train
0.24632902,0.28279936,0.0,1,target_train
0.8798577,0.12799507,1.0,1,target_train
0.902288,0.10282149,1.0,1,target_train
0.37036142,0.99327594,1.0,1,target_train
0.69672316,0.3613671,1.0,1,target_train
0.8768831,0.13138162,1.0,1,target_train
0.19031592,0.2111111,0.0,1,target_train
0.8343913,0.1810528,1.0,1,target_train
0.79521835,0.22913855,1.0,1,target_train
0.67846715,1.1346556,0.0,1,target_train
0.13481995,2.0038152,1.0,1,target_train
0.6084405,0.93761784,0.0,1,target_train
0.20702292,0.23196094,0.0,1,target_train
0.72130585,0.32669204,1.0,1,target_train
0.65073234,0.4296569,1.0,1,target_train
0.21107672,0.23708619,0.0,1,target_train
0.15426719,1.8690692,1.0,1,target_train
0.2656228,0.30873245,0.0,1,target_train
0.16420618,0.17937328,0.0,1,target_train
0.5546324,0.5894497,1.0,1,target_train
0.6023526,0.50691223,1.0,1,target_train
0.11017662,0.1167323,0.0,1,target_train
0.99797255,0.00202951,1.0,1,target_train
0.20891474,0.23434958,0.0,1,target_train
0.91497725,0.08885607,1.0,1,target_train
0.38434175,0.4850632,0.0,1,target_train
0.7106137,0.34162623,1.0,1,target_train
0.9803336,0.01986233,1.0,1,target_train
0.5780417,0.5481093,1.0,1,target_train
0.02705241,0.027425054,0.0,1,target_train
0.43231574,0.8385991,1.0,1,target_train
0.24367996,0.27929065,0.0,1,target_train
0.19803222,0.22068682,0.0,1,target_train
0.6187783,0.9643741,0.0,1,target_train
0.88665885,0.12029498,1.0,1,target_train
0.2063898,0.23116285,0.0,1,target_train
0.8369122,0.1780361,1.0,1,target_train
0.12127667,0.1292852,0.0,1,target_train
0.6490554,1.047127,0.0,1,target_train
0.86247754,1.983968,0.0,1,target_train
0.6606531,1.0807325,0.0,1,target_train
0.5930068,0.8989588,0.0,1,target_train
0.39075264,0.49553096,0.0,1,target_train
0.9911864,0.0088526895,1.0,1,target_train
0.8482406,0.16459094,1.0,1,target_train
0.22925101,0.26039255,0.0,1,target_train
0.2791825,0.32736927,0.0,1,target_train
0.45352864,0.79069686,1.0,1,target_train
0.23601422,1.4438633,1.0,1,target_train
0.4930202,0.7072051,1.0,1,target_train
0.6684039,0.40286264,1.0,1,target_train
0.8900802,0.11644369,1.0,1,target_train
0.97926456,0.020953441,1.0,1,target_train
0.9843852,0.015738001,1.0,1,target_train
0.27693656,0.32425827,0.0,1,target_train
0.9784786,0.021756353,1.0,1,target_train
0.31544465,0.37898576,0.0,1,target_train
0.90194285,0.103204116,1.0,1,target_train
0.5538112,0.8070131,0.0,1,target_train
0.12387968,0.13225184,0.0,1,target_train
0.694797,0.3641356,1.0,1,target_train
0.61565816,0.4850634,1.0,1,target_train
0.09702255,0.10205767,0.0,1,target_train
0.8416751,0.17236121,1.0,1,target_train
0.60144675,0.9199141,0.0,1,target_train
0.9172048,2.4913852,0.0,1,target_train
0.13250265,0.14214285,0.0,1,target_train
0.9947686,0.005245112,1.0,1,target_train
0.32156512,0.38796684,0.0,1,target_train
0.155446,0.16894658,0.0,1,target_train
0.34020692,1.0782013,1.0,1,target_train
0.9944001,0.0056156544,1.0,1,target_train
0.9706397,0.029799934,1.0,1,target_train
0.9986137,0.0013872467,1.0,1,target_train
0.08925036,0.09348727,0.0,1,target_train
0.1322656,0.14186957,0.0,1,target_train
0.05147317,0.05284517,0.0,1,target_train
0.9872517,0.012830258,1.0,1,target_train
0.2934739,0.34739512,0.0,1,target_train
0.22485599,0.25470647,0.0,1,target_train
0.24498525,0.28101796,0.0,1,target_train
0.8735566,0.13518234,1.0,1,target_train
0.91479117,0.08905948,1.0,1,target_train
0.33112344,0.40215582,0.0,1,target_train
0.43157125,0.8403227,1.0,1,target_train
0.6416917,1.0263615,0.0,1,target_train
0.22650632,1.4849824,1.0,1,target_train
0.6956241,0.3629458,1.0,1,target_train
0.3701292,0.4622406,0.0,1,target_train
0.34119812,0.41733238,0.0,1,target_train
0.94002956,0.061843954,1.0,1,target_train
0.53026277,0.6343826,1.0,1,target_train
0.41925856,0.5434497,0.0,1,target_train
0.33157533,0.40283158,0.0,1,target_train
0.13233998,0.1419553,0.0,1,target_train
0.19740905,1.6224773,1.0,1,target_train
0.23793913,0.27172884,0.0,1,target_train
0.6633744,0.41041568,1.0,1,target_train
0.9438396,0.05779903,1.0,1,target_train
0.4260687,0.5552455,0.0,1,target_train
0.29016477,1.2373064,1.0,1,target_train
0.9990996,0.00090079335,1.0,1,target_train
0.9823592,0.017798284,1.0,1,target_train
0.21807496,0.2459964,0.0,1,target_train
0.53584677,0.7675406,0.0,1,target_train
0.24284723,0.27819023,0.0,1,target_train
0.3385566,1.0830641,1.0,1,target_train
0.75412256,0.2822004,1.0,1,target_train
0.97948426,0.020729112,1.0,1,target_train
0.10110731,0.106591605,0.0,1,target_train
0.7114519,0.34044752,1.0,1,target_train
0.97879636,0.021431664,1.0,1,target_train
0.8261107,0.19102646,1.0,1,target_train
0.116058856,0.12336477,0.0,1,target_train
0.32400608,1.126993,1.0,1,target_train
0.19431959,0.21606815,0.0,1,target_train
0.8282061,0.18849322,1.0,1,target_train
0.99001247,0.010037743,1.0,1,target_train
0.9958913,0.004117191,1.0,1,target_train
0.87349445,0.1352535,1.0,1,target_train
0.24249443,0.27772447,0.0,1,target_train
0.36116764,0.44811326,0.0,1,target_train
